Gender,Rating Value,mainaccord1,mainaccord2,mainaccord3
women,4.07,citrus,woody,fruity
women,4.07,white floral,fruity,floral
unisex,4.07,vanilla,floral,sweet
women,4.07,citrus,powdery,vanilla
men,4.07,fresh spicy,aromatic,green
unisex,4.07,woody,warm spicy,earthy
unisex,4.07,citrus,fruity,fresh
unisex,4.07,citrus,woody,rose
unisex,4.07,warm spicy,amber,woody
unisex,4.07,floral,citrus,powdery
unisex,4.07,nutty,iris,powdery
unisex,4.07,amber,fresh spicy,woody
unisex,4.07,leather,warm spicy,rose
women,4.07,fruity,oud,leather
unisex,4.07,woody,citrus,fresh spicy
men,4.07,woody,aromatic,citrus
unisex,4.07,white floral,citrus,aromatic
women,4.07,rose,caramel,fresh
unisex,4.07,woody,amber,powdery
women,4.07,floral,fruity,fresh spicy
unisex,4.07,fruity,fresh,sweet
women,4.07,fruity,tropical,sweet
unisex,4.07,woody,aromatic,mossy
men,4.07,warm spicy,woody,aromatic
unisex,4.07,woody,amber,leather
unisex,4.07,citrus,fresh,warm spicy
men,4.07,woody,vanilla,aromatic
women,4.07,warm spicy,woody,cinnamon
unisex,4.07,citrus,sweet,vanilla
women,4.07,vanilla,citrus,powdery
women,4.07,floral,white floral,rose
men,4.07,fresh spicy,aromatic,woody
women,4.07,woody,musky,earthy
men,4.07,woody,powdery,violet
men,4.07,woody,aquatic,aromatic
unisex,4.07,citrus,woody,aromatic
unisex,4.07,rose,amber,woody
unisex,4.07,amber,woody,floral
unisex,4.07,vanilla,aromatic,warm spicy
unisex,4.07,white floral,citrus,aromatic
women,4.07,fruity,fresh,white floral
women,4.07,floral,green,white floral
women,4.07,fruity,woody,sweet
women,4.07,fruity,floral,sweet
women,4.07,tuberose,white floral,amber
men,4.07,earthy,woody,warm spicy
men,4.07,aromatic,marine,fresh spicy
men,4.07,citrus,ozonic,amber
unisex,4.07,woody,warm spicy,cinnamon
men,4.07,fresh spicy,amber,warm spicy
men,4.07,fresh spicy,aromatic,woody
unisex,4.07,fresh spicy,aromatic,citrus
men,4.07,leather,amber,vanilla
women,4.07,sweet,fruity,rose
men,4.07,aromatic,fresh spicy,citrus
women,4.07,citrus,white floral,rose
unisex,4.07,green,aromatic,fresh spicy
women,4.07,fruity,white floral,woody
unisex,4.07,coconut,marine,vanilla
unisex,4.07,iris,woody,powdery
unisex,4.07,woody,floral,citrus
men,4.07,citrus,vanilla,aromatic
men,4.07,fresh spicy,aromatic,woody
unisex,4.07,amber,leather,oud
women,4.07,floral,white floral,powdery
women,4.07,woody,leather,powdery
women,4.07,white floral,green,mossy
men,4.07,fresh spicy,citrus,green
men,4.07,aromatic,green,woody
women,4.07,warm spicy,amber,woody
women,4.07,ozonic,aquatic,patchouli
men,4.07,citrus,aromatic,fresh spicy
women,4.07,fresh spicy,aromatic,woody
men,4.07,fresh spicy,woody,lavender
unisex,4.07,white floral,citrus,aromatic
women,4.07,white floral,woody,tuberose
unisex,4.07,vanilla,amber,lactonic
men,4.07,aromatic,citrus,woody
unisex,4.07,white floral,floral,sweet
women,4.07,warm spicy,fresh spicy,floral
men,4.07,lavender,fresh spicy,aromatic
unisex,4.07,warm spicy,amber,woody
unisex,4.07,sweet,coconut,plastic
women,4.07,rose,fruity,woody
unisex,4.07,vanilla,caramel,marine
women,4.07,powdery,iris,citrus
women,4.07,musky,citrus,floral
men,4.07,woody,warm spicy,patchouli
unisex,4.07,aromatic,woody,earthy
women,4.07,citrus,amber,green
men,4.07,woody,warm spicy,aromatic
men,4.07,aromatic,fresh spicy,lavender
men,4.07,citrus,aromatic,woody
unisex,4.07,woody,aromatic,fresh spicy
women,4.07,white floral,tuberose,vanilla
unisex,4.07,white floral,amber,tuberose
unisex,4.07,floral,white floral,fresh
women,4.07,amber,rose,warm spicy
unisex,4.07,warm spicy,woody,floral
unisex,4.07,aromatic,woody,citrus
men,4.07,aromatic,citrus,woody
women,4.07,floral,green,fresh
unisex,4.07,fresh spicy,warm spicy,aromatic
women,4.07,aromatic,citrus,white floral
women,4.07,white floral,yellow floral,woody
unisex,4.07,leather,fruity,sweet
unisex,4.07,fruity,vanilla,powdery
women,4.07,vanilla,coffee,warm spicy
women,4.07,fruity,sweet,floral
men,4.07,woody,floral,citrus
women,4.07,green,floral,vanilla
unisex,4.07,warm spicy,vanilla,metallic
unisex,4.07,warm spicy,cinnamon,white floral
unisex,4.07,citrus,honey,tuberose
unisex,4.07,woody,citrus,fruity
unisex,4.07,fruity,sweet,floral
unisex,4.07,amber,fruity,sweet
women,4.07,white floral,citrus,fruity
women,4.07,fruity,sweet,floral
